antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Dalda Cooking Oil (500ml)', 'Olpers Milk (Pack of 6)'})",frozenset({'National Ketchup (1kg)'}),0.035,0.2048,0.006,0.1714285714285714,0.8370535714285713,1.0,-0.0011680000000000006,0.9597241379310344,-0.16786432883012367,0.02566295979469632,-0.041966082207530946,0.1003627232142857
"frozenset({'Butter', 'Frozen Paratha'})",frozenset({'Tapal Tea (250g)'}),0.035,0.1996,0.006,0.1714285714285714,0.858860578299456,1.0,-0.0009860000000000008,0.966,-0.14551357733175924,0.026246719160104987,-0.035196687370600444,0.10074434583452618
"frozenset({'Dalda Cooking Oil (500ml)', 'Olpers Milk (Pack of 6)'})",frozenset({'Noodles'}),0.035,0.2052,0.006,0.1714285714285714,0.835421888053467,1.0,-0.0011820000000000008,0.9592413793103447,-0.16953528399311543,0.025619128949615714,-0.042490473793946396,0.10033416875522137
"frozenset({'Dalda Cooking Oil (500ml)', 'Olpers Milk (Pack of 6)'})",frozenset({'Surf Excel'}),0.035,0.2112,0.006,0.1714285714285714,0.8116883116883116,1.0,-0.0013920000000000009,0.9519999999999998,-0.19381787802840444,0.024979184013322234,-0.05042016806722693,0.09991883116883116
"frozenset({'Dalda Cooking Oil (500ml)', 'Olpers Milk (Pack of 6)'})",frozenset({'Tapal Tea (250g)'}),0.035,0.1996,0.006,0.1714285714285714,0.858860578299456,1.0,-0.0009860000000000008,0.966,-0.14551357733175924,0.026246719160104987,-0.035196687370600444,0.10074434583452618
"frozenset({'Jam', 'Guard Rice (1kg)'})",frozenset({'Nestle Water'}),0.035,0.2062,0.006,0.1714285714285714,0.8313703755022862,1.0,-0.0012170000000000002,0.9580344827586207,-0.17368345939774513,0.025510204081632654,-0.04380376489220029,0.10026326728557572
"frozenset({'National Ketchup (1kg)', 'Lays Chips'})",frozenset({'Eggs'}),0.0432,0.1982,0.0074,0.1712962962962963,0.8642598198602236,1.0,-0.0011622400000000001,0.9675351955307263,-0.1410047363925771,0.03162393162393162,-0.033554132830760384,0.10431616025712898
"frozenset({'National Ketchup (1kg)', 'Lays Chips'})",frozenset({'Bread'}),0.0432,0.2058,0.0074,0.1712962962962963,0.8323435194183494,1.0,-0.0014905600000000001,0.9583642458100559,-0.17390979689366787,0.030629139072847682,-0.043444603001389706,0.1036267681675845
"frozenset({'Lays Chips', 'Olpers Milk (Pack of 6)'})",frozenset({'Lux Soap'}),0.0362,0.1936,0.0062,0.17127071823204418,0.8846628007853522,1.0,-0.0008083200000000004,0.973056,-0.1191530510563277,0.027728085867620753,-0.02769008155748489,0.10164775581023697
"frozenset({'Lays Chips', 'Olpers Milk (Pack of 6)'})",frozenset({'Biscuits'}),0.0362,0.1972,0.0062,0.17127071823204418,0.8685127699393722,1.0,-0.0009386400000000001,0.9687119999999999,-0.13575540192647018,0.0272887323943662,-0.032298557259536384,0.10135544025192472
"frozenset({'Olpers Milk (Pack of 6)', 'Frozen Paratha'})",frozenset({'Nestle Water'}),0.0374,0.2062,0.0064,0.1711229946524064,0.8298884318739399,1.0,-0.0013118799999999996,0.9576812903225808,-0.17556058732529314,0.026981450252951098,-0.044188719258747275,0.10108041100224588
"frozenset({'Olpers Milk (Pack of 6)', 'Frozen Paratha'})",frozenset({'Thal Sugar (200ml)'}),0.0374,0.1964,0.0064,0.1711229946524064,0.8712983434440246,1.0,-0.0009453600000000001,0.9695045161290322,-0.13303687025049254,0.02814423922603342,-0.031454710487299135,0.10185477634860646
"frozenset({'Butter', 'Jam'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0374,0.2026,0.0064,0.1711229946524064,0.8446347218776229,1.0,-0.0011772400000000004,0.9620245161290323,-0.16043325865236285,0.027397260273972605,-0.039474548968640076,0.10135616662531476
"frozenset({'Butter', 'Jam'})",frozenset({'Chicken'}),0.0374,0.198,0.0064,0.1711229946524064,0.8642575487495273,1.0,-0.0010052000000000004,0.9675741935483871,-0.14027664586426716,0.02794759825327511,-0.03351247549575262,0.10172311348781937
"frozenset({'Olpers Milk (Pack of 6)', 'Frozen Paratha'})",frozenset({'Biscuits'}),0.0374,0.1972,0.0064,0.1711229946524064,0.8677636645659554,1.0,-0.0009752799999999994,0.9685393548387097,-0.13667193578403336,0.028045574057844,-0.03248256769755055,0.10178867785358657
"frozenset({'Noodles', 'Bread'})",frozenset({'Pepsi 1L'}),0.0386,0.2052,0.0066,0.17098445595854922,0.8332575826440021,1.0,-0.001320720000000001,0.9587274999999998,-0.17228370615030614,0.02782462057335582,-0.043049250177970275,0.10157409932430385
"frozenset({'National Ketchup (1kg)', 'Nestle Water'})",frozenset({'Shan Biryani Masala'}),0.0386,0.2088,0.0066,0.17098445595854922,0.8188910725984158,1.0,-0.0014596800000000014,0.9543849999999999,-0.1870204947648408,0.027408637873754152,-0.047795176998800294,0.10129682568042403
"frozenset({'Eggs', 'Tapal Tea (250g)'})",frozenset({'Surf Excel'}),0.0386,0.2112,0.0066,0.17098445595854922,0.8095854922279793,1.0,-0.0015523200000000011,0.9514899999999998,-0.19655691124853764,0.027138157894736843,-0.0509831947787155,0.10111722797927461
"frozenset({'Pepsi 1L', 'Frozen Paratha'})",frozenset({'Biscuits'}),0.0386,0.1972,0.0066,0.17098445595854922,0.8670611356924404,1.0,-0.0010119200000000004,0.9683774999999999,-0.13754220378515628,0.02879581151832461,-0.03265513707206125,0.10222650789813871
"frozenset({'Dalda Cooking Oil (500ml)', 'National Ketchup (1kg)'})",frozenset({'Noodles'}),0.0386,0.2052,0.0066,0.17098445595854922,0.8332575826440021,1.0,-0.001320720000000001,0.9587274999999998,-0.17228370615030614,0.02782462057335582,-0.043049250177970275,0.10157409932430385
"frozenset({'Dalda Cooking Oil (500ml)', 'National Ketchup (1kg)'})",frozenset({'Chicken'}),0.0386,0.198,0.0066,0.17098445595854922,0.8635578583765112,1.0,-0.0010428000000000008,0.9674125,-0.1411470430587816,0.028695652173913042,-0.03368521700929026,0.10215889464594127
"frozenset({'National Ketchup (1kg)', 'Nestle Water'})",frozenset({'Olpers Milk (Pack of 6)'}),0.0386,0.196,0.0066,0.17098445595854922,0.8723696732579042,1.0,-0.0009656000000000005,0.9698249999999999,-0.13207784604778663,0.02894736842105263,-0.031113860748073117,0.10232896267315217
"frozenset({'Noodles', 'Bread'})",frozenset({'Lux Soap'}),0.0386,0.1936,0.0066,0.17098445595854922,0.8831841733396137,1.0,-0.0008729599999999999,0.9727199999999999,-0.12093873818957633,0.02925531914893617,-0.028045069495846696,0.10253768252472915
"frozenset({'National Ketchup (1kg)', 'Nestle Water'})",frozenset({'Guard Rice (1kg)'}),0.0386,0.1952,0.0066,0.17098445595854922,0.8759449588040431,1.0,-0.0009347200000000009,0.9707899999999999,-0.12839630986983455,0.029049295774647887,-0.030088896671782796,0.10239796568419264
frozenset({'National Ketchup (1kg)'}),frozenset({'Lux Soap'}),0.2048,0.1936,0.035,0.1708984375,0.8827398631198348,1.0,-0.004649279999999999,0.9726190812720849,-0.14313721626733916,0.09631260319207487,-0.028151739211309517,0.1758417807334711
"frozenset({'Noodles', 'Nestle Water'})",frozenset({'Pepsi 1L'}),0.0398,0.2052,0.0068,0.1708542713567839,0.8326231547601556,1.0,-0.0013669600000000013,0.9585769696969696,-0.17311355162911346,0.028547439126784212,-0.043213045600422856,0.10199633645811905
"frozenset({'Frozen Paratha', 'Bread'})",frozenset({'Eggs'}),0.0398,0.1982,0.0068,0.1708542713567839,0.8620296233944699,1.0,-0.0010883600000000009,0.967019393939394,-0.1428721454713485,0.029411764705882353,-0.034105423600918026,0.1025815251839419
"frozenset({'Noodles', 'Nestle Water'})",frozenset({'Biscuits'}),0.0398,0.1972,0.0068,0.1708542713567839,0.8664009703690868,1.0,-0.0010485599999999996,0.9682254545454545,-0.13837042354630288,0.029539530842745437,-0.032817300253134125,0.10266851498873678
"frozenset({'Frozen Paratha', 'Nestle Water'})",frozenset({'Shan Biryani Masala'}),0.0398,0.2088,0.0068,0.1708542713567839,0.8182675831263597,1.0,-0.001510240000000002,0.9542351515151515,-0.18785014179809964,0.02812241521918941,-0.04795971769870589,0.10171066058260651
"frozenset({'Frozen Paratha', 'Bread'})",frozenset({'Thal Sugar (200ml)'}),0.0398,0.1964,0.0068,0.1708542713567839,0.8699300985579629,1.0,-0.0010167199999999996,0.969190303030303,-0.13473485571316493,0.02964254577157803,-0.03178910980987566,0.10273874463969541
"frozenset({'Noodles', 'Nestle Water'})",frozenset({'Bread'}),0.0398,0.2058,0.0068,0.1708542713567839,0.8301956820057527,1.0,-0.0013908400000000017,0.9578533333333333,-0.17560667659907597,0.028475711892797316,-0.04400116928130962,0.10194802975030644
"frozenset({'Noodles', 'Surf Excel'})",frozenset({'Eggs'}),0.041,0.1982,0.007,0.17073170731707316,0.8614112377248898,1.0,-0.0011262,0.9668764705882353,-0.14366261863455454,0.030146425495262707,-0.034258284713054164,0.10302478403189683
"frozenset({'Pepsi 1L', 'Surf Excel'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.041,0.2026,0.007,0.17073170731707316,0.8427033924830857,1.0,-0.0013066000000000006,0.9615705882352941,-0.16292583171230493,0.029585798816568046,-0.03996525292566697,0.10264127320443983
"frozenset({'Lays Chips', 'Chicken'})",frozenset({'Biscuits'}),0.041,0.1972,0.007,0.17073170731707316,0.8657794488695394,1.0,-0.0010851999999999988,0.9680823529411763,-0.1391603190479853,0.030276816608996542,-0.03296997095531494,0.10311433236036213
"frozenset({'Pepsi 1L', 'Surf Excel'})",frozenset({'Noodles'}),0.041,0.2052,0.007,0.17073170731707316,0.8320258641182903,1.0,-0.0014132000000000007,0.9584352941176469,-0.17390662302183071,0.029264214046822744,-0.043367252998146505,0.10242238387296153
"frozenset({'Noodles', 'Surf Excel'})",frozenset({'Pepsi 1L'}),0.041,0.2052,0.007,0.17073170731707316,0.8320258641182903,1.0,-0.0014132000000000007,0.9584352941176469,-0.17390662302183071,0.029264214046822744,-0.043367252998146505,0.10242238387296153
"frozenset({'Pepsi 1L', 'Surf Excel'})",frozenset({'National Ketchup (1kg)'}),0.041,0.2048,0.007,0.17073170731707316,0.8336509146341462,1.0,-0.001396800000000001,0.9589176470588234,-0.17223606007546438,0.029313232830820768,-0.04284242037591405,0.10245569740853658
"frozenset({'Lays Chips', 'Chicken'})",frozenset({'Thal Sugar (200ml)'}),0.041,0.1964,0.007,0.17073170731707316,0.8693060454026128,1.0,-0.0010523999999999993,0.9690470588235293,-0.1355242485898987,0.030381944444444448,-0.03194162852529472,0.10318662758929015
frozenset({'Nestle Water'}),frozenset({'Biscuits'}),0.2062,0.1972,0.0352,0.17070805043646947,0.8656594849719548,1.0,-0.005462639999999991,0.9680547368421053,-0.16353055286129947,0.09560021727322109,-0.032999438918199446,0.17460351811884328
"frozenset({'Jam', 'Bread'})",frozenset({'Pepsi 1L'}),0.0422,0.2052,0.0072,0.17061611374407581,0.8314625426124552,1.0,-0.0014594399999999993,0.9583017142857142,-0.17466609220163715,0.02997502081598668,-0.043512690306900074,0.10285191652116071
"frozenset({'Butter', 'Chicken'})",frozenset({'Olpers Milk (Pack of 6)'}),0.034,0.196,0.0058,0.17058823529411762,0.8703481392557021,1.0,-0.000864000000000001,0.9693617021276596,-0.13360549267025437,0.025869759143621763,-0.03160667251975421,0.10009003601440575
"frozenset({'Guard Rice (1kg)', 'Surf Excel'})",frozenset({'Noodles'}),0.034,0.2052,0.0058,0.17058823529411762,0.8313266827198715,1.0,-0.0011768000000000004,0.9582695035460992,-0.17357956221606,0.024850042844901457,-0.04354776636371713,0.09942667125329663
"frozenset({'Biscuits', 'Dalda Cooking Oil (500ml)'})",frozenset({'Noodles'}),0.034,0.2052,0.0058,0.17058823529411762,0.8313266827198715,1.0,-0.0011768000000000004,0.9582695035460992,-0.17357956221606,0.024850042844901457,-0.04354776636371713,0.09942667125329663
"frozenset({'Shan Biryani Masala', 'Tapal Tea (250g)'})",frozenset({'Surf Excel'}),0.034,0.2112,0.0058,0.17058823529411762,0.8077094474153297,1.0,-0.0013808000000000006,0.9510354609929077,-0.19772037344636012,0.02422723475355054,-0.05148550292327888,0.09902517825311942
"frozenset({'Biscuits', 'Dalda Cooking Oil (500ml)'})",frozenset({'Thal Sugar (200ml)'}),0.034,0.1964,0.0058,0.17058823529411762,0.8685755361207619,1.0,-0.000877600000000001,0.9688794326241134,-0.13542373927535353,0.025823686553873553,-0.03212016513922644,0.10005990176111176
"frozenset({'Shan Biryani Masala', 'Tapal Tea (250g)'})",frozenset({'Nestle Water'}),0.034,0.2062,0.0058,0.17058823529411762,0.8272950305243338,1.0,-0.0012108000000000006,0.957063829787234,-0.1777034166960198,0.024744027303754263,-0.044862389400204546,0.09935813316597249
"frozenset({'Biscuits', 'Dalda Cooking Oil (500ml)'})",frozenset({'Bread'}),0.034,0.2058,0.0058,0.17058823529411762,0.8289029897673353,1.0,-0.0011972000000000016,0.95754609929078,-0.176058823529412,0.02478632478632478,-0.0443361429185122,0.09938546847310352
"frozenset({'Guard Rice (1kg)', 'Tapal Tea (250g)'})",frozenset({'Butter'}),0.034,0.1966,0.0058,0.17058823529411762,0.8676919394410866,1.0,-0.0008844000000000005,0.9686382978723403,-0.1363300036995931,0.02580071174377224,-0.03237710319377941,0.10004488061755729
"frozenset({'Butter', 'Chicken'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.034,0.2026,0.0058,0.17058823529411762,0.8419952383717553,1.0,-0.0010884000000000007,0.9614042553191489,-0.16266140602582504,0.025129982668977466,-0.04014517770991018,0.09960803669937865
"frozenset({'Butter', 'Chicken'})",frozenset({'Shan Biryani Masala'}),0.034,0.2088,0.0058,0.17058823529411762,0.8169934640522875,1.0,-0.0012992000000000012,0.9539290780141844,-0.1882352941176472,0.024472573839662445,-0.048295961458395334,0.0991830065359477
"frozenset({'Butter', 'Chicken'})",frozenset({'Guard Rice (1kg)'}),0.034,0.1952,0.0058,0.17058823529411762,0.8739151398264222,1.0,-0.0008368000000000013,0.9703262411347516,-0.12994595937635894,0.02596239928379588,-0.030581218570927424,0.10015067502410799
"frozenset({'Shan Biryani Masala', 'Tapal Tea (250g)'})",frozenset({'Biscuits'}),0.034,0.1972,0.0058,0.17058823529411762,0.8650519031141868,1.0,-0.0009048000000000007,0.9679148936170212,-0.13903743315508033,0.025732031943212066,-0.03314868548316189,0.09999999999999999
"frozenset({'Butter', 'Chicken'})",frozenset({'Lux Soap'}),0.034,0.1936,0.0058,0.17058823529411762,0.8811375789985415,1.0,-0.0007824000000000008,0.9722553191489361,-0.12253335839127995,0.026149684400360685,-0.02853641456582635,0.10027345649003402
frozenset({'Frozen Paratha'}),frozenset({'Jam'}),0.197,0.1984,0.0336,0.17055837563451776,0.8596692320288194,1.0,-0.005484800000000005,0.9664332925336596,-0.1689418954216156,0.09286898839137646,-0.03473256532620039,0.1699566071720976
"frozenset({'Noodles', 'Guard Rice (1kg)'})",frozenset({'Butter'}),0.0352,0.1966,0.006,0.17045454545454544,0.8670119300841579,1.0,-0.0009203200000000005,0.9684821917808218,-0.1371744729562149,0.026572187776793623,-0.03254350827166362,0.1004866826967539
"frozenset({'Biscuits', 'Nestle Water'})",frozenset({'Chicken'}),0.0352,0.198,0.006,0.17045454545454544,0.8608815426997244,1.0,-0.000969600000000001,0.9667945205479452,-0.14346590909090923,0.02640845070422535,-0.03434595329857178,0.10037878787878787
"frozenset({'Noodles', 'Jam'})",frozenset({'Thal Sugar (200ml)'}),0.0352,0.1964,0.006,0.17045454545454544,0.8678948342899463,1.0,-0.0009132799999999998,0.9687232876712328,-0.13626814362108478,0.026595744680851064,-0.03228652880220825,0.10050222181077578
"frozenset({'Noodles', 'Jam'})",frozenset({'National Ketchup (1kg)'}),0.0352,0.2048,0.006,0.17045454545454544,0.8322975852272726,1.0,-0.0012089600000000002,0.9585972602739726,-0.17276385586244744,0.02564102564102564,-0.04319096396561188,0.09987571022727272
"frozenset({'Lux Soap', 'Surf Excel'})",frozenset({'Biscuits'}),0.0352,0.1972,0.006,0.17045454545454544,0.8643739627512447,1.0,-0.00094144,0.967758904109589,-0.1398820844427539,0.026501766784452298,-0.033315214929564706,0.10044025447169463
"frozenset({'Noodles', 'Jam'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0352,0.2026,0.006,0.17045454545454544,0.8413353674952885,1.0,-0.0011315200000000004,0.9612493150684931,-0.16350688985480444,0.025884383088869714,-0.04031283489522769,0.1000347751951898
"frozenset({'Lux Soap', 'Chicken'})",frozenset({'Bread'}),0.0352,0.2058,0.006,0.17045454545454544,0.8282533792737873,1.0,-0.001244160000000001,0.9573917808219178,-0.17690417690417706,0.02553191489361702,-0.0445044756301367,0.09980453220249139
"frozenset({'Lux Soap', 'Chicken'})",frozenset({'Olpers Milk (Pack of 6)'}),0.0352,0.196,0.006,0.17045454545454544,0.8696660482374767,1.0,-0.0008992000000000002,0.9692054794520548,-0.13444976076555026,0.02664298401420959,-0.03177295341474448,0.10053339517625232
frozenset({'Tapal Tea (250g)'}),frozenset({'Shan Biryani Masala'}),0.1996,0.2088,0.034,0.17034068136272545,0.8158078609325932,1.0,-0.007676479999999999,0.9536444444444445,-0.22001898533909922,0.09081196581196584,-0.0486088455981731,0.16658796520243552
frozenset({'Tapal Tea (250g)'}),frozenset({'Guard Rice (1kg)'}),0.1996,0.1952,0.034,0.17034068136272545,0.8726469332106837,1.0,-0.004961920000000002,0.9700367149758454,-0.15421413546696375,0.0942350332594235,-0.03088881540416819,0.17226050461578896
"frozenset({'Dalda Cooking Oil (500ml)', 'Noodles'})",frozenset({'Chicken'}),0.0364,0.198,0.0062,0.1703296703296703,0.8602508602508601,1.0,-0.0010072000000000006,0.9666490066225165,-0.14426657805177104,0.02716914986853637,-0.03450165794305449,0.10082140082140081
"frozenset({'Butter', 'Guard Rice (1kg)'})",frozenset({'Thal Sugar (200ml)'}),0.0364,0.1964,0.0062,0.1703296703296703,0.867259013898525,1.0,-0.0009489600000000004,0.9685774834437085,-0.13706797933927278,0.02736098852603707,-0.03244192343246601,0.10094894921778831
"frozenset({'Olpers Milk (Pack of 6)', 'Nestle Water'})",frozenset({'Bread'}),0.0376,0.2058,0.0064,0.1702127659574468,0.8270785517854558,1.0,-0.0013380800000000002,0.9571128205128205,-0.17847158496766896,0.0270042194092827,-0.04480890712988316,0.10065545975228997
"frozenset({'Olpers Milk (Pack of 6)', 'Nestle Water'})",frozenset({'Guard Rice (1kg)'}),0.0376,0.1952,0.0064,0.1702127659574468,0.8719916288803626,1.0,-0.0009395200000000001,0.9698871794871795,-0.13234763793725207,0.028268551236749116,-0.03104775601708898,0.10149982560167423
"frozenset({'Biscuits', 'Noodles'})",frozenset({'Bread'}),0.0376,0.2058,0.0064,0.1702127659574468,0.8270785517854558,1.0,-0.0013380800000000002,0.9571128205128205,-0.17847158496766896,0.0270042194092827,-0.04480890712988316,0.10065545975228997
"frozenset({'Olpers Milk (Pack of 6)', 'Nestle Water'})",frozenset({'Noodles'}),0.0376,0.2052,0.0064,0.1702127659574468,0.8294969101240098,1.0,-0.0013155199999999997,0.9578358974358974,-0.1759921229504687,0.027072758037225045,-0.0440201736821253,0.10070092488905479
"frozenset({'Olpers Milk (Pack of 6)', 'Nestle Water'})",frozenset({'Frozen Paratha'}),0.0376,0.197,0.0064,0.1702127659574468,0.8640241926773949,1.0,-0.0010072000000000006,0.9677179487179487,-0.1405416266660714,0.028045574057843997,-0.03335894650380225,0.10135003780105843
"frozenset({'Dalda Cooking Oil (500ml)', 'Tapal Tea (250g)'})",frozenset({'Lux Soap'}),0.0388,0.1936,0.0066,0.17010309278350516,0.8786316776007498,1.0,-0.0009116799999999998,0.9716869565217392,-0.1256519102486355,0.029229406554472984,-0.029138029782359662,0.10209700093720712
"frozenset({'Noodles', 'Pepsi 1L'})",frozenset({'Tapal Tea (250g)'}),0.0388,0.1996,0.0066,0.17010309278350516,0.8522199037249758,1.0,-0.0011444800000000007,0.9644571428571429,-0.15283371614764177,0.028472821397756688,-0.03685270766678515,0.10158461252401711
"frozenset({'Noodles', 'Pepsi 1L'})",frozenset({'Bread'}),0.0388,0.2058,0.0066,0.17010309278350516,0.8265456403474497,1.0,-0.0013850400000000006,0.9569863354037268,-0.17920134144826735,0.02773109243697479,-0.0449469997689434,0.1010865318144931
